ID,birth_year,gender,yr_experience,industry,occupation,num_employees,household_size,metro_regional,perc_RW_last_q,pref_perc_RW_last_q,perc_RW_last_yr,pref_perc_RW_last_yr,pref_RW_post_covid,update_RW_agreement_post_covid,worked_RW_past_six_months,frequency_RW,pref_frequency_RW,employer_onsite_policy,perc_required_onsite,employers_policy_suits_me,choose_level_of_RW,choose_which_days_RW,direct_manager_denies_allows_RW,feelings_about_employer_policy,six_months_employer_encouraged_RW,six_months_employer_prepared_employees_for_RW,six_months_common_to_RW,six_months_easy_to_get_permission,six_months_collaborate_easily_RW,pared_collab,six_months_RW_decreases_chance_of_promotion,six_months_take_more_breaks_RW,RW_positive_or_negative_for_employer,who_in_org_is_most_supportive_of_RW,post_covid_employer_would_encourage_RW,post_covid_emplolyer_would_make_changes_to_accomodate_RW,post_covid_more_choice_about_RW,hrs_spent_onsite_preparing_commuting,hrs_spent_onsite_working,hrs_spent_onsite_caring_domestic_activities,hrs_spent_onsite_personal_family_time,hrs_spent_onsite_sleep,hrs_spent_RW_preparing_commuting,hrs_spent_RW_working,hrs_spent_RW_caring_domestic_activities,hrs_spent_RW_personal_family_time,hrs_spent_RW_sleep,RW_paycut_interest,accepted_paycut,six_month_barriers_RW_caring_responsibilities,six_month_barriers_RW_connectivity,six_month_barriers_RW_company_software_systems,six_month_barriers_RW_difficulty_collaborating_remotely,six_month_barriers_RW_poor_management,six_month_barriers_RW_IT_equipment,six_month_barriers_RW_feeling_leftout_isolated,six_month_barriers_RW_extra_costs,six_month_barriers_RW_cyber_security,six_month_barriers_RW_tasks_that_cannot_be_done_remotely,six_month_barriers_RW_workspace_conditions,six_month_barriers_RW_motivation,six_month_barriers_RW_managment_discourages_remote_work,six_month_barriers_RW_living_situation,six_month_barriers_RW_lack_of_RW_skills,six_month_barriers_RW_health_safety_remote,hybrid_biggest_barriers_one,hybrid_smallest_barriers_one,hybrid_biggest_barriers_two,hybrid_smallest_barriers_two,hybrid_biggest_barriers_three,hybrid_smallest_barriers_three,hybrid_biggest_barriers_four,hybrid_smallest_barriers_four,hybrid_biggest_barriers_five,hybrid_smallest_barriers_five,hybrid_biggest_barriers_six,hybrid_smallest_barriers_six,hybrid_biggest_barriers_seven,hybrid_smallest_barriers_seven,hybrid_biggest_barriers_eight,hybrid_smallest_barriers_eight,hybrid_biggest_barriers_nine,hybrid_smallest_barriers_nine,hybrid_biggest_barriers_ten,hybrid_smallest_barriers_ten,hybrid_biggest_barriers_eleven,hybrid_smallest_barriers_eleven,hybrid_biggest_barriers_twelve,hybrid_smallest_barriers_twelve,hybrid_biggest_barriers_thirteen,hybrid_smallest_barriers_thirteen,hybrid_biggest_barriers_fourteen,hybrid_smallest_barriers_fourteen,feel_better_when_RW,pared_wellness,more_active_when_RW,feel_better_seeing_colleagues_onsite,do_you_manage_employees,managed_employees_RW,can_offer_RW_to_managed_employees,offering_RW_retains_employees,offering_RW_recruits_employees,team_works_well_RW,easy_to_manage_employees_RW,easy_to_manage_poor_performers_RW,well_prepared_to_manager_RW,managing_RW_more_results_focused,easy_to_contact_employees_RW,productivity_RW,managed_employees_productivity_RW
413,1982,Female,More than 5 years,"Transport, Postal and Warehousing",Managers - Specialist Managers,More than 200,Couple with dependent children,Metro,10%,10%,10%,30%,30%,No,Yes,10%,10%,Yes,90%,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Positive,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,1,Neither agree nor disagree,Strongly disagree,Strongly Positive,They are about the same,Very likely,Very likely,Very likely,2,9,3,3,7,2,9,3,3,7,No,,Stayed about the same,Stayed about the same,Stayed about the same,Significantly improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Difficulty innovating,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Connectivity/internet issues,Difficulty innovating,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Lack of privacy,Difficulty innovating,Problems with audio-visual setup,Problems with audio-visual setup,Noisy work environment,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Strongly agree,5,Strongly agree,Strongly agree,Yes,No,,,,,,,,,,50%,50%
1179,1968,Male,Between 1 and 5 years,Other Services,Sales workers - Sales Assistants and Salespersons,More than 200,Couple with no dependent children,Metro,70%,50%,30%,80%,50%,Yes,Yes,20%,50%,Yes,70%,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat Positive,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,1,Somewhat agree,Strongly agree,Strongly Negative,My direct manger(s),Neither unlikely or likely,Somewhat likely,Somewhat unlikely,2,9,3,3,7,1,7,3,5,8,Yes,0.05,Somewhat worsened,Significantly worsened,Stayed about the same,Significantly worsened,Somewhat worsened,Not a barrier for me,Stayed about the same,Somewhat worsened,Significantly improved,Stayed about the same,Somewhat worsened,Significantly worsened,Somewhat improved,Somewhat worsened,Stayed about the same,Significantly worsened,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Difficulty innovating,Connectivity/internet issues,Interruptions,Noisy work environment,Interruptions,Problems with audio-visual setup,Problems with audio-visual setup,Interruptions,Noisy work environment,Difficulty innovating,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Problems with audio-visual setup,Difficulty innovating,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Problems with audio-visual setup,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Interruptions,Noisy work environment,Difficulty innovating,Strongly agree,5,Strongly disagree,Strongly agree,No,,,,,,,,,,,20%,
1480,1980,Male,Between 1 and 5 years,Health Care and Social Assistance,Professionals - Health Professionals,Between 20 and 199,Couple with dependent children,Metro,10%,10%,10%,20%,50%,No,Yes,10%,30%,No,,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat Negative,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,1,Somewhat agree,Strongly agree,Somewhat Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,5,8,4,0,7,1,8,3,4,8,Yes,0.1,Stayed about the same,Somewhat worsened,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Significantly worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Significantly worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Problems with audio-visual setup,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Interruptions,Noisy work environment,Interruptions,Interruptions,Problems with audio-visual setup,Noisy work environment,Lack of privacy,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Lack of privacy,Interruptions,Lack of privacy,Noisy work environment,Difficulty innovating,Strongly agree,5,Strongly agree,Strongly disagree,No,,,,,,,,,,,10%,
992,1957,Female,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,Couple with no dependent children,Metro,100%,0%,0%,0%,0%,Yes,No,,,Yes,100%,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Positive,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,3,Neither agree nor disagree,Strongly disagree,Strongly Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,3,2,4,7,8,2,2,5,7,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Stayed about the same,Not a barrier for me,Significantly worsened,Not a barrier for me,Somewhat worsened,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,1,Strongly disagree,Neither agree nor disagree,No,,,,,,,,,,,0%,
1240,1957,Female,More than 5 years,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,Between 20 and 199,Couple with no dependent children,Regional,0%,0%,0%,0%,0%,No,No,,,Unsure,,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither positive nor negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Strongly Negative,My direct manger(s),Very unlikely,Somewhat likely,Neither unlikely or likely,1.5,7.5,4,3,8,0.5,7.5,4,4,8,No,,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Strongly disagree,1,Somewhat agree,Strongly agree,No,,,,,,,,,,,30%,
1034,1994,Male,More than 5 years,Health Care and Social Assistance,Community and personal service workers - Carers and Aides,More than 200,Single person,Regional,10%,0%,10%,0%,0%,Yes,No,,,Unsure,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither positive nor negative,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Somewhat Negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Very unlikely,2,8,2,4,8,0.5,8,3,6,6.5,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Difficulty collaborating with remote colleagues,Noisy work environment,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Noisy work environment,Interruptions,Noisy work environment,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty innovating,Problems with audio-visual setup,Noisy work environment,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty collaborating with remote colleagues,Strongly disagree,1,Neither agree nor disagree,Strongly agree,No,,,,,,,,,,,30%,
128,1992,Male,Between 1 and 5 years,Manufacturing,Machinery operators and drivers - Storepersons,More than 200,Couple with dependent children,Metro,10%,10%,10%,10%,10%,Yes,Yes,10%,10%,Yes,90%,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat Positive,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,3,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,They are about the same,Very unlikely,Very unlikely,Very unlikely,2,5,5,5,7,5,5,5,5,4,No,,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Noisy work environment,Interruptions,Connectivity/internet issues,Problems with audio-visual setup,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of privacy,Noisy work environment,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Interruptions,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Problems with audio-visual setup,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Interruptions,Noisy work environment,Difficulty collaborating with remote colleagues,Strongly disagree,1,Somewhat disagree,Somewhat disagree,Yes,No,,,,,,,,,,10%,10%
1153,1986,Female,Between 1 and 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,Between 5 and 19,Group household,Metro,50%,50%,20%,40%,40%,Yes,Yes,10%,10%,Yes,40%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,3,Somewhat disagree,Somewhat disagree,Somewhat Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,2.5,9,2,3.5,7,0.5,10.5,2,4,7,No,,Somewhat worsened,Somewhat improved,Somewhat worsened,Somewhat worsened,Significantly worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat worsened,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,1,Strongly disagree,Somewhat agree,No,,,,,,,,,,,30%,
979,1974,Female,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,Couple with no dependent children,Metro,10%,20%,0%,0%,0%,Yes,No,,,No,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,3,Strongly disagree,Strongly disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Somewhat likely,Very unlikely,2,10,2,4,6,0,10,3,5,6,No,,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Somewhat worsened,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Difficulty collaborating with remote colleagues,Interruptions,Problems with audio-visual setup,Connectivity/internet issues,Connectivity/internet issues,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Strongly disagree,1,Somewhat disagree,Strongly agree,No,,,,,,,,,,,30%,
1274,1971,Male,More than 5 years,Education and Training,Managers - Specialist Managers,More than 200,Couple with dependent children,Regional,0%,0%,20%,0%,0%,Yes,No,,,Yes,60%,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither positive nor negative,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,4,Somewhat disagree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,1,7,2,8,6,0.5,7,2,6,8.5,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty innovating,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Interruptions,Noisy work environment,Interruptions,Noisy work environment,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Difficulty innovating,Noisy work environment,Difficulty collaborating with remote colleagues,Noisy work environment,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Interruptions,Lack of privacy,Difficulty innovating,Noisy work environment,Strongly disagree,1,Strongly disagree,Strongly agree,Yes,Yes,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,20%,20%
1415,1977,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Couple with no dependent children,Regional,100%,100%,100%,100%,100%,No,No,,,Unsure,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Positive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,Strongly disagree,Strongly disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,0,9,4,5,6,0,9,4,5,6,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,1,Neither agree nor disagree,Strongly disagree,No,,,,,,,,,,,0%,
1205,1972,Female,Between 1 and 5 years,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,Couple with dependent children,Metro,10%,10%,10%,10%,50%,No,No,,,No,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,4,Neither agree nor disagree,Strongly disagree,Somewhat Positive,They are about the same,Very unlikely,Very unlikely,Very unlikely,3,4,2,8,7,4,4,2,7,7,Yes,0.4,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,1,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,50%,
1298,1965,Female,More than 5 years,Education and Training,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Couple with no dependent children,Regional,20%,0%,40%,0%,0%,Yes,Yes,40%,10%,Yes,100%,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither positive nor negative,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,4,Neither agree nor disagree,Somewhat agree,Strongly Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,1,6,3,6,8,2,4,4,6,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Stayed about the same,Not a barrier for me,Significantly worsened,Not a barrier for me,Significantly worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,1,Strongly disagree,Strongly agree,No,,,,,,,,,,,40%,
